"§ø¨½¥N½X","¿¤¥«¥N½X.x","¿¤¥«¦WºÙ.x","¶mÂí¥«°Ï¥N½X.x","¶mÂí¥«°Ï¦WºÙ.x","§ø¨½¦WºÙ.x","X104§ß¾i¤ñ","X104§ß¥®¤ñ","X104§ß¦Ñ¤ñ","X104¦Ñ¤Æ«ü¼Æ","X104§ß¨à¤ñ","X105§ß¾i¤ñ","X105§ß¥®¤ñ","X105§ß¦Ñ¤ñ","X105¦Ñ¤Æ«ü¼Æ","X105§ß¨à¤ñ","X106§ß¾i¤ñ","X106§ß¥®¤ñ","X106§ß¦Ñ¤ñ","X106¦Ñ¤Æ«ü¼Æ","X106§ß¨à¤ñ","X107§ß¾i¤ñ","X107§ß¥®¤ñ","X107§ß¦Ñ¤ñ","X107¦Ñ¤Æ«ü¼Æ","X107§ß¨à¤ñ","X108§ß¾i¤ñ","X108§ß¥®¤ñ","X108§ß¦Ñ¤ñ","X108¦Ñ¤Æ«ü¼Æ","X108§ß¨à¤ñ","X109§ß¾i¤ñ","X109§ß¥®¤ñ","X109§ß¦Ñ¤ñ","X109¦Ñ¤Æ«ü¼Æ","X109§ß¨à¤ñ","110§ß¾i¤ñ","110§ß¥®¤ñ","110§ß¦Ñ¤ñ","110¦Ñ¤Æ«ü¼Æ","110§ß¨à¤ñ"
"10008080-002",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","®r³»§ø",40.31,9.3,31.01,333.33,6.71834625322997,42.32,9.43,32.88,348.57,6.19946091644205,40,7.2,32.8,455.56,4.53333333333333,40.43,9.16,31.27,341.18,5.39083557951483,41.57,8.71,32.87,377.42,5.0561797752809,41.115,8.325,32.799,395.449,4.3397436837126,41.178,8.18,33.01,403.528,3.92644785443006
"10008080-003",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¤K¥P§ø",52.42,20.48,31.94,155.91,13.2258064516129,47,17.19,29.81,173.39,10.7255520504732,45.71,15.4,30.32,196.91,9.36507936507937,44.02,13.72,30.3,220.93,8.29346092503987,41.32,11.58,29.74,256.94,6.59163987138264,38.54,9.29299999999995,29.249,275.696,4.93018044694941,36.022,7.16599999999994,28.858,300.656,3.36013801836003
"10008080-004",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","©M¿³§ø",50.49,14.34,36.15,252.05,9.62671905697446,48.24,12.75,35.49,278.46,8.43137254901961,46.64,11.26,35.38,314.04,8.49802371541502,45.18,9.84,35.34,359.18,8.03212851405623,42.36,8.15,34.22,420,6.5173116089613,40.786,6.68099999999995,34.113,449.732000000001,6.23569340958841,38.854,5.15199999999996,33.712,491.394000000001,5.57388751648944
"10008080-005",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","ºÖ²±§ø",50.82,10.75,40.07,372.88,8.01457194899818,48.61,9.43,39.19,415.69,7.39371534195933,49.9,8.12,41.78,514.29,7.15667311411992,48.74,7.57,41.17,543.59,5.8252427184466,52.12,7.27,44.85,616.67,5.25252525252525,50.857,5.98199999999997,44.874,677.268000000002,4.60077587027227,51.13,5.09999999999997,46.028,738.816000000002,3.89151926862641
"10008080-006",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¥Ã¥­§ø",41.69,14.96,26.73,178.7,9.21052631578947,41.59,14.22,27.38,192.57,8.72624912033779,41.3,13.93,27.37,196.45,8.34512022630834,40.56,12.63,27.93,221.02,7.68126346015793,42.91,12.99,29.92,230.29,8.24053452115813,42.033,12.087,29.945,243.295,7.54524795391756,42.174,11.534,30.638,256.458,7.24675102897331
"10008080-007",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","´_¿³§ø",36.44,9.75,26.69,273.91,5.50847457627119,36.44,8.9,27.54,309.52,3.8135593220339,44.34,11.31,33.03,292,6.78733031674208,41.59,10.18,31.42,308.7,6.63716814159292,46.3,12.5,33.8,270.37,7.87037037037037,48.483,12.562,35.926,288.53,8.38760066772933,50.9700000000001,13.24,37.736,287.74,9.14234070850507
"10008080-008",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¤¤¼d§ø",42.35,14.77,27.58,186.75,9.7864768683274,42.55,13.64,28.91,212,9.63636363636364,44.23,13.23,31,234.29,9.07372400756144,44.12,12.33,31.79,257.81,9.05587668593449,45.98,13.25,32.73,246.97,9.03614457831325,46.495,12.139,34.356,277.439,8.69337169616281,47.378,11.704,35.674,294.064,8.48525654311706
"10008080-009",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¼sºÖ§ø",49.87,15.37,34.51,224.59,9.31989924433249,46.53,11.05,35.48,320.93,6.426735218509,46.07,11.26,34.82,309.3,8.37696335078534,48.26,12.87,35.39,275,10.455764075067,46.99,12.02,34.97,290.91,10.3825136612022,46.335,11.05,35.283,310.159,10.8386524170684,45.932,10.562,35.366,318.83,11.4540781860982
"10008080-010",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¥ÃºÖ§ø",34.55,13.42,21.13,157.42,8.57142857142857,34.96,12.65,22.3,176.22,8.84955752212389,35.54,12.77,22.77,178.32,9.19642857142857,34.11,11.55,22.56,195.35,8.32587287376903,33.39,10.54,22.86,216.95,7.5,33.559,10.128,23.44,226.309,7.68869497038641,33.242,9.44200000000001,23.812,240.128,7.4220407912652
"10008080-011",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¸q©M§ø",38.2,12.36,25.84,209.09,8.31460674157303,36.44,11,25.44,231.31,7.55555555555556,37.09,11.26,25.82,229.29,7.73606370875996,38.28,11.15,27.13,243.3,7.1264367816092,39.4,11.64,27.76,238.61,7.02764976958525,39.154,11.095,28.057,251.629,6.65115269604001,39.578,10.966,28.61,258.732,6.35084942424782
"10008080-012",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","²M¤ô§ø",45.84,13.14,32.7,248.89,8.9051094890511,44.35,11.3,33.04,292.31,8.26086956521739,44.14,11.43,32.71,286.08,8.82778581765557,45.26,11.53,33.72,292.41,8.61313868613139,49.01,12.75,36.27,284.52,9.10470409711684,47.895,11.865,36.034,302.25,8.96775903214811,48.62,11.81,36.816,309.386,9.04290486585266
"10008080-013",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","Às¦w§ø",45.74,13.79,31.94,231.58,9.43738656987296,42.75,10.87,31.88,293.33,7.06521739130435,45.75,11.34,34.4,303.33,7.75047258979206,46.42,10.64,35.78,336.36,7.93036750483559,46.99,11.07,35.92,324.56,8.3495145631068,47.381,9.84099999999999,37.542,366.529,7.71341355378203,47.998,9.27399999999999,38.728,389.428,7.58235416378193
"10008080-014",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","Às©¥§ø",49.3,15.77,33.53,212.66,12.375249500998,44.14,12.33,31.81,258.06,9.34393638170974,43.37,12.08,31.29,259.02,9.7029702970297,45.49,10.82,34.67,320.37,9.01803607214429,51.84,16.33,35.51,217.5,14.2857142857143,48.757,13.349,35.408,275.119,11.9936900854794,49.4,13.31,36.09,282.318,12.3431930114661
"10008080-015",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¥Ã©M§ø",53.35,14.14,39.21,277.19,8.18858560794045,55.5,13.55,41.94,309.43,7.92838874680307,52.74,9.4,43.34,461.11,5.74412532637076,56.28,8.2,48.09,586.67,4.91803278688525,57.3,7.87,49.44,628.57,5.0561797752809,57.638,5.26499999999999,52.3870000000001,746.594000000001,3.584512161085,58.506,3.47599999999997,55.0480000000001,844.594000000003,2.65699539856131
"10008080-016",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¤º«°§ø",40.8,11.47,29.33,255.81,9.33333333333333,43.25,11.57,31.68,273.81,8.81542699724518,43.42,10.64,32.77,307.89,8.12324929971989,41.32,9.37,31.96,341.18,6.33608815426997,43.02,8.83,34.19,387.1,4.55840455840456,43.115,8.13199999999999,34.986,412.143,3.82454155074473,43.366,7.38399999999999,35.986,445.138000000001,2.62162191146143
"10008080-017",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","¥ÃªÚ§ø",38.8,8.74,30.05,343.75,7.65027322404372,40.17,8.59,31.58,367.74,7.4792243767313,39.83,7.63,32.2,422.22,7.06214689265537,40.68,7.63,33.05,433.33,6.21468926553672,51.04,14.63,36.42,248.98,12.8358208955224,49.601,12.69,36.923,326.019,10.9803990004268,52.1000000000001,13.772,38.344,313.623999999999,11.891055023603
"10008080-018",10008,"«n§ë¿¤",10008080,"¤¤¼d¶m","²n¤å§ø",43.72,10.99,32.72,297.62,7.32984293193717,44.57,9.78,34.78,355.56,6.52173913043478,44.05,8.65,35.41,409.38,6.75675675675676,41.6,7.2,34.4,477.78,5.33333333333333,41.58,6.79,34.78,512,4.6195652173913,40.929,5.38799999999998,35.54,575.762000000002,4.12955910611271,40.204,4.28999999999998,35.914,630.860000000001,3.46866298349337
"10008090-001",10008,"«n§ë¿¤",10008090,"³½¦À¶m","ªF¦À§ø",41.02,15.24,25.78,169.15,10.1592115238817,39.72,13.22,26.51,200.58,8.70893812070283,39.55,12.07,27.48,227.56,7.6625386996904,39.47,11.32,28.14,248.61,7.78301886792453,38.75,10.66,28.1,263.7,6.86661404893449,38.265,9.184,29.083,293.059,5.98272999142497,37.786,8.07799999999999,29.71,316.772,5.2316185711577
"10008090-002",10008,"«n§ë¿¤",10008090,"³½¦À¶m","³½¦À§ø",36.46,14.55,21.91,150.58,10.0561797752809,37.08,14.26,22.82,160,10.1540216771249,39.2,14.55,24.65,169.35,10.2699530516432,39.16,13.77,25.39,184.35,9.40119760479042,40.35,14,26.34,188.11,9.06847624922887,41.408,13.749,27.651,200.301,8.9714963342821,42.394,13.59,28.794,210.242,8.69867322183824
"10008090-003",10008,"«n§ë¿¤",10008090,"³½¦À¶m","¤¤©ú§ø",43.95,13.73,30.21,220,9.48813982521848,43.14,11.74,31.4,267.37,8.15822002472188,44.22,12.17,32.05,263.27,7.82608695652174,43.47,11.18,32.29,288.76,7.53768844221105,44.85,11.31,33.55,296.63,7.49682337992376,44.565,10.406,34.171,319.601,6.7204423837893,44.778,9.86599999999999,34.928,337.066,6.26012593647927
"10008090-004",10008,"«n§ë¿¤",10008090,"³½¦À¶m","·s«°§ø",44.99,18.01,26.98,149.76,12.3022847100176,46.3,18.11,28.19,155.67,12.4888492417484,45.66,16.27,29.39,180.56,11.3019891500904,45.38,15.65,29.73,190.06,11.3449222323879,47.5,16.54,30.96,187.15,12.2920517560074,47.196,15.296,31.9,205.391,11.5967015428361,47.606,14.756,32.85,216.308,11.480262251098
"10008090-005",10008,"«n§ë¿¤",10008090,"³½¦À¶m","¤jªL§ø",42.7,14.84,27.86,187.79,10.079275198188,42.74,13.94,28.8,206.61,9.33179723502304,41.58,12.49,29.1,233.03,7.90378006872852,42.86,11.87,30.99,261.17,7.94930875576037,42.11,10.88,31.23,287.1,6.90058479532164,42.08,9.80699999999997,32.275,311.094000000001,6.11098842510567,41.974,8.80799999999998,33.168,336.412000000001,5.33700149660613
"10008090-006",10008,"«n§ë¿¤",10008090,"³½¦À¶m","ªF¥ú§ø",44.82,16.33,28.49,174.39,12.3505976095618,47.02,15.87,31.14,196.18,12.0323559150657,45.19,14.18,31,218.57,10.7396149949341,42.6,12,30.6,255,8.9,43.16,11.97,31.19,260.5,8.45070422535211,42.236,10.293,31.942,290.24,7.2150117439372,41.462,9.03399999999999,32.428,313.344,6.12179747558869
"10008090-007",10008,"«n§ë¿¤",10008090,"³½¦À¶m","¦@©M§ø",37.72,12.1,25.62,211.76,9.6085409252669,39.39,12.48,26.91,215.53,8.84848484848485,40.27,11.72,28.55,243.62,8.60349127182045,40.08,11.93,28.14,235.79,7.91457286432161,40.08,10.75,29.33,272.94,7.33249051833123,41.131,10.821,30.305,278.714,6.81571224623463,41.672,10.496,31.17,292.976,6.26711096643116
"10008090-008",10008,"«n§ë¿¤",10008090,"³½¦À¶m","¤j¶­§ø",42.55,12.57,29.98,238.57,8.25852782764812,42.29,10.15,32.14,316.67,6.39097744360902,46.67,12.35,34.31,277.78,8.23529411764706,42.5,10.19,32.31,316.98,6.53846153846154,45.91,10.18,35.73,350.98,6.98602794411178,46.063,9.66599999999999,36.395,367.735,6.56260307262946,46.756,9.19199999999999,37.562,390.248,6.32285150540744
"10008090-009",10008,"«n§ë¿¤",10008090,"³½¦À¶m","¤­«°§ø",42.23,15.21,27.02,177.66,9.8705501618123,42.5,14.5,28.01,193.18,9.22570016474465,43.73,14.58,29.15,200,10,42.98,12.48,30.5,244.44,7.79896013864818,44.07,11.68,32.39,277.27,6.90265486725664,44.35,10.966,33.3830000000001,293.654,6.55081388193,44.766,10.058,34.7060000000001,318.702000000001,5.81456082040923
"10008090-010",10008,"«n§ë¿¤",10008090,"³½¦À¶m","¤ôªÀ§ø",39.43,15.43,24,155.56,8.85714285714286,43.04,17.9,25.14,140.48,10.6534090909091,43.21,17.2,26.01,151.26,10.6936416184971,44.16,16.32,27.84,170.64,10.7784431137725,44.9,15.22,29.68,195,10.3500761035008,46.566,15.814,30.752,195.3,11.1998127114383,47.772,15.614,32.158,206.204,11.5109027629962
"10008090-011",10008,"«n§ë¿¤",10008090,"³½¦À¶m","ÀYªÀ§ø",51.98,10.57,41.41,391.67,5.58002936857562,52.59,10.07,42.52,422.06,5.48148148148148,51.42,8.37,43.05,514.29,5.08221225710015,49.63,7.09,42.54,600,4.72673559822747,51.21,6.97,44.24,634.78,5,50.016,5.55999999999996,44.456,711.808000000001,4.59965035495537,49.566,4.54199999999996,45.024,778.224000000001,4.40816989291484
"10008090-012",10008,"«n§ë¿¤",10008090,"³½¦À¶m","ªZµn§ø",48.44,10.44,38,363.83,7.33333333333333,48.08,9.48,38.6,407.14,6.32054176072235,48.03,8.35,39.68,475,5.33642691415313,49.76,8.17,41.59,508.82,5.28846153846154,51.96,7.11,44.85,631.03,4.41176470588235,51.87,6.31899999999997,45.551,667.988000000001,3.67554040736169,52.742,5.52199999999998,47.2200000000001,731.596000000001,2.98801865964542
"10008090-013",10008,"«n§ë¿¤",10008090,"³½¦À¶m","¤é¤ë§ø",29.33,11.33,18,158.82,7.33333333333333,29.32,11.91,17.4,146.07,7.63052208835341,30.5,12.28,18.22,148.35,7.82726045883941,30.05,11.57,18.48,159.77,7.4468085106383,32.21,12.53,19.68,156.99,8.76010781671159,32.229,12.542,19.688,157.012,8.60055705828763,32.878,12.748,20.132,158.016,8.86754059719178
"10008100-001",10008,"«n§ë¿¤",10008100,"°ê©m¶m","°ê©m§ø",40.52,17.71,22.8,128.74,13.2496513249651,40.86,16.65,24.21,145.34,12.2794636556104,41.12,15.53,25.59,164.81,11.430625449317,40.12,14.31,25.81,180.4,10.7117181883537,42.11,14.53,27.58,189.85,10.7669616519174,41.678,13.136,28.546,209.012,9.72774661002708,41.922,12.266,29.662,224.74,9.07443412869186
"10008100-002",10008,"«n§ë¿¤",10008100,"°ê©m¶m","¥Ûªù§ø",40.57,18.32,22.24,121.4,13.5902636916836,38.75,16.33,22.43,137.34,11.6531165311653,38.62,15.73,22.89,145.49,10.9385550303849,38.3,15.51,22.79,146.98,10.6951871657754,39.64,15.49,24.16,156,10.5299380591879,38.483,14.332,24.162,165.094,9.35783790652503,38.252,13.684,24.582,172.978,8.6499798434869
"10008100-003",10008,"«n§ë¿¤",10008100,"°ê©m¶m","¤jºX§ø",40.59,11.57,29.02,250.75,9.67184801381693,41.8,12.25,29.55,241.18,9.54954954954955,43.12,11.9,31.23,262.5,9.10780669144981,43.69,11.3,32.39,286.67,8.66290018832392,43.27,9.75,33.53,344,7.01754385964912,44.669,9.97699999999998,34.7020000000001,346.617,6.94335235968947,45.394,9.51799999999998,35.8880000000001,369.816000000001,6.32382659273334
"10008100-004",10008,"«n§ë¿¤",10008100,"°ê©m¶m","¥_´ä§ø",40.06,11.88,28.18,237.1,8.81789137380192,39.57,11.17,28.41,254.34,8.45706907682376,40.01,10.51,29.5,280.63,7.88436268068331,41.71,10.56,31.14,294.87,7.37982396750169,43.85,9.93,33.92,341.55,7.34265734265734,43.956,9.45699999999999,34.493,356.527,6.76804693681022,44.928,9.00599999999999,35.914,381.470000000001,6.3652756196491
"10008100-005",10008,"«n§ë¿¤",10008100,"°ê©m¶m","ªø¬y§ø",35.98,14.31,21.67,151.45,9.92555831265509,35.78,13.18,22.6,171.52,9.00750625521268,35.48,12.28,23.2,188.97,8.21337849280271,33.96,10.21,23.74,232.5,7.14893617021277,33.91,9.94,23.98,241.23,7.06190061028771,33.234,8.47099999999998,24.766,269.296,5.99569032131377,32.638,7.29999999999995,25.342,293.35,5.23710177234031
"10008100-006",10008,"«n§ë¿¤",10008100,"°ê©m¶m","ªøºÖ§ø",34.89,11.02,23.87,216.67,8.51419031719533,35.06,11.4,23.66,207.58,9.32642487046632,37.83,12.08,25.75,213.24,9.41385435168739,36.43,11.68,24.74,211.76,8.59106529209622,36.74,11.09,25.65,231.25,7.45233968804159,37.711,11.58,26.126,226.102,7.80185665289408,38.218,11.622,26.59,229.436,7.51595056922632
"10008100-007",10008,"«n§ë¿¤",10008100,"°ê©m¶m","ºÖÀt§ø",36.14,10.13,26.01,256.77,6.33986928104575,35.4,9.69,25.71,265.33,5.74935400516796,35.08,8.62,26.45,306.82,5.16002612671457,37.71,9.56,28.15,294.37,6.06060606060606,39.83,10.31,29.53,286.49,5.84958217270195,39.739,9.731,30.014,308.5,5.63109088087241,40.708,9.754,30.962,317.348,5.56415866474746
"10008100-008",10008,"«n§ë¿¤",10008100,"°ê©m¶m","°®·¾§ø",40.57,8.53,32.04,375.44,5.23952095808383,43.98,10.65,33.33,313.04,6.01851851851852,42.42,9.57,32.85,343.33,5.74162679425837,41.57,9.76,31.81,325.81,5.98425196850394,44.7,10.93,33.77,308.96,6.5252854812398,44.403,11.061,33.342,297.259,6.6630194930101,44.988,11.452,33.536,285.24,6.91674574263984
"10008100-009",10008,"«n§ë¿¤",10008100,"°ê©m¶m","¬aªL§ø",39.21,12.62,26.59,210.74,8.55057351407716,39.01,12.05,26.96,223.68,8.35095137420719,38.92,11.51,27.42,238.32,8.06451612903226,36.87,9.75,27.12,278.02,6.53804930332262,39.17,9.49,29.69,312.94,6.02678571428571,37.97,8.51599999999999,29.464,330.362000000001,5.44803190584473,37.748,7.65999999999998,30.1,356.236000000001,4.76198413879798
"10008100-010",10008,"«n§ë¿¤",10008100,"°ê©m¶m","¥_¤s§ø",42.69,13.19,29.5,223.64,9.19264588329337,43.19,13.28,29.91,225.15,8.96495517522412,42.85,11.68,31.17,266.9,8.14144736842105,45.26,12.59,32.66,259.33,8.31234256926952,45.14,11.63,33.51,288.06,7.8125,45.917,11.331,34.581,301.522,7.46090688747921,46.614,10.95,35.658,317.824,7.11961645022507
"10008100-011",10008,"«n§ë¿¤",10008100,"°ê©m¶m","«n´ä§ø",42.33,12.33,30.01,243.45,9.24431401320616,41.33,10.85,30.48,280.95,8.04428044280443,41.38,10.53,30.85,292.86,7.52445447705041,41.04,9.27,31.78,342.86,6.15264797507788,41.05,8.11,32.94,405.88,5.64836913285601,40.571,7.21199999999999,33.36,429.231000000001,4.59775653967093,40.286,6.20999999999998,34.076,467.908000000001,3.68940431682823
"10008100-012",10008,"«n§ë¿¤",10008100,"°ê©m¶m","¤j¥Û§ø",36.68,11,25.68,233.33,7.33652312599681,35.57,9.67,25.9,267.8,6.55737704918033,38.63,10.6,28.03,264.52,7.00854700854701,36.51,9.69,26.82,276.79,6.74740484429066,37.01,8.54,28.47,333.33,5.87188612099644,37.36,8.42999999999999,28.93,337.851,5.88257376533513,37.52,7.93999999999999,29.58,358.75,5.60864914384609
"10008100-013",10008,"«n§ë¿¤",10008100,"°ê©m¶m","ªøÂ×§ø",34.73,8.99,25.74,286.21,7.13178294573643,32.3,7.14,25.16,352.17,5.43478260869565,32.38,6.54,25.84,395.12,4.94417862838915,32.7,6.67,26.03,390.48,5.23809523809524,34.71,6.94,27.77,400,4.95867768595041,33.472,5.885,27.587,444.563,4.17863405432164,33.508,5.428,28.08,471.152,3.7243442653044
"10008110-001",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¤ô¨½§ø",41.61,11.35,30.26,266.67,9.375,40.78,9.73,31.06,319.3,8.02047781569966,41.25,8.92,32.32,362.26,5.89225589225589,40.41,7.47,32.94,440.91,4.58404074702886,42.48,6.9,35.58,515.38,3.53982300884956,41.717,5.52599999999998,36.188,566.613,1.75028217747527,41.854,4.40999999999997,37.44,628.516000000001,0.239603072378088
"10008110-002",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¹A´I§ø",51.23,16.89,34.33,203.23,10.3542234332425,53.06,16.94,36.11,213.11,10.8333333333333,49.58,13.57,36.01,265.31,9.41828254847645,50.14,11.48,38.66,336.59,7.56302521008403,53.53,11.76,41.76,355,8.52941176470588,52.012,9.41199999999998,42.597,402.754,7.26367581987168,52.18,7.83999999999997,44.3380000000001,445.456,6.57168267383942
"10008110-003",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","·s«°§ø",41.67,15.67,25.99,165.85,11.0091743119266,41.8,14.69,27.12,184.66,10.2564102564103,43.34,15.06,28.29,187.89,11.2519809825674,45.07,15.24,29.83,195.72,11.8174409127954,47.64,14.48,33.16,228.99,10.8826049700086,48.467,14.479,33.993,233.824,11.4358898785064,49.9880000000001,14.296,35.698,247.558,11.5666790757613
"10008110-004",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¤¤¥¡§ø",40.94,12.2,28.74,235.48,8.46456692913386,41.26,11.99,29.27,244.07,8.53658536585366,41.8,11.68,30.12,257.89,9.22131147540984,42.44,10.14,32.3,318.37,7.86749482401656,43.16,9.62,33.55,348.89,7.47863247863248,43.606,9.023,34.591,371.276000000001,7.52143038175731,44.168,8.32199999999999,35.856,401.388000000001,7.25733443747332
"10008110-005",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","«°¤¤§ø",46.32,16.57,29.75,179.49,11.614730878187,47.56,15.81,31.76,200.93,11.2259970457903,49.33,16.24,33.08,203.67,11.177347242921,49.4,16.07,33.33,207.41,11.3095238095238,50.46,14.86,35.6,239.58,10.061919504644,51.65,14.962,36.685,244.214,10.1712749012075,52.662,14.646,38.012,256.88,9.86906530287221
"10008110-006",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¥_®H§ø",40.57,15.57,25,160.61,10.9669811320755,40.44,14.16,26.27,185.47,10.2905569007264,40.51,13.5,27.01,200,10.5839416058394,41.57,13.9,27.68,199.12,10.5781057810578,42.09,13.87,28.22,203.54,9.8159509202454,42.287,13.102,29.191,219.601,9.84275380499026,42.704,12.736,29.976,229.552,9.64130265065738
"10008110-007",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¹d¤u§ø",35.56,14.44,21.11,146.15,11.3333333333333,35.84,14.22,21.62,152,11.1490329920364,34.83,13.15,21.68,164.91,10.1499423298731,36.75,13.25,23.49,177.27,9.63855421686747,40.05,14.23,25.82,181.42,10.5793450881612,39.573,13.441,26.131,193.093,9.66450501240035,40.562,13.302,27.26,202.674,9.36265948584903
"10008110-008",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¥ÃÂ×§ø",32.67,12.49,20.18,161.54,9.28742994395516,32.63,12.23,20.39,166.67,8.80913539967374,33.03,11.78,21.24,180.28,7.96680497925311,34.44,12.84,21.6,168.21,8.50340136054422,35.92,11.88,24.03,202.22,7.65845070422535,36.231,12.061,24.161,200.654,7.37593672195356,37.062,12,25.052,208.944,7.01956747009465
"10008110-009",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","³»®r§ø",34.54,13.04,21.51,165,9.49720670391061,34.06,12.33,21.73,176.15,9.29791271347248,36.76,14,22.76,162.59,9.71428571428571,36.57,12.75,23.82,186.92,9.11764705882353,39.84,15.21,24.63,161.94,10.3042198233562,40.287,14.894,25.389,171.915,10.0163825780424,41.598,15.37,26.222,172.38,10.1597586364666
"10008110-010",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¨®ÑL§ø",45.43,11.08,34.35,310,7.75623268698061,47.14,10.86,36.29,334.21,7.42857142857143,46.88,11.08,35.8,323.08,8.52272727272727,45.19,10.79,34.4,318.92,7.87172011661808,42.52,9.97,32.55,326.47,6.74486803519062,43.101,10.069,33.031,327.831,7.19094972335759,42.324,9.83999999999999,32.482,329.596,7.03299166180426
"10008110-011",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","·s¿³§ø",39.89,13.73,26.16,190.54,10.5751391465677,43.18,14.58,28.6,196.1,10.6060606060606,42.69,14.61,28.08,192.21,10.246679316888,43.14,12.94,30.2,233.33,10,41.26,10.22,31.04,303.85,7.07269155206287,42.842,10.618,32.224,302.361,7.41682738579475,43.112,9.75199999999997,33.36,328.746000000001,6.6557318062877
"10008110-012",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","·s¤s§ø",43.93,17.34,26.59,153.33,10.9826589595376,45.88,17.06,28.82,168.97,12.9411764705882,43.98,15.06,28.92,192,13.2530120481928,45.34,13.04,32.3,247.62,11.1801242236025,49.33,13.33,36,270,12,48.77,11.554,37.2160000000001,299.981000000001,12.1534832905659,49.796,10.35,39.4460000000001,331.180000000001,12.1808462739599
"10008110-013",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","°p§|§ø",40.71,14.64,26.07,178.05,9.64285714285714,42.12,15.02,27.11,180.49,9.15750915750916,46.69,15.95,30.74,192.68,8.56031128404669,42.8,12.5,30.3,242.42,6.06060606060606,46.61,11.44,35.17,307.41,7.20338983050847,47.53,11.234,36.295,316.405000000001,5.73218337862535,48.778,10.342,38.4340000000001,348.470000000001,4.93459960646531
"10008110-014",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¤W¦w§ø",37.14,10.66,26.48,248.48,7.64262648008611,38.39,10.23,28.16,275.27,6.93069306930693,38.38,9.2,29.18,317.07,6.28507295173962,39.01,8.4,30.61,364.38,5.17836593785961,39.79,8.26,31.52,381.43,5.43093270365998,40.318,7.361,32.949,423.829000000001,4.44082382324056,40.91,6.69799999999999,34.202,459.330000000001,3.82325235481061
"10008110-015",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¥Á©M§ø",49.27,10.23,39.04,381.43,6.14035087719298,49.19,9.57,39.62,413.85,5.89101620029455,50.68,10.47,40.21,384.06,7.13201820940819,51.89,10.06,41.82,415.63,6.28930817610063,55.9,10.49,45.41,432.81,6.39344262295082,56.174,10.467,45.702,436.918,6.64056985738596,57.77,10.568,47.1960000000001,447.372,6.73101740411814
"10008110-016",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¥Ã¿³§ø",42.35,14.59,27.76,190.24,9.6085409252669,42.39,11.96,30.43,254.55,8.69565217391304,43.75,10.94,32.81,300,8.984375,45.53,12.2,33.33,273.33,10.5691056910569,46.19,11.86,34.32,289.29,10.5932203389831,47.288,10.744,36.536,326.546,10.8430225292169,48.37,10.222,38.138,348.234,11.2273037636745
"10008110-017",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¥É®p§ø",43.53,11.18,32.35,289.47,8.08823529411765,44.89,10.08,34.81,345.45,7.02290076335878,46.37,9.62,36.75,381.97,6.15141955835962,46.99,9.59,37.4,389.83,6.34146341463415,46.54,10.47,36.07,344.62,6.28019323671498,48.1,9.615,38.485,396.672,5.48758601437804,48.912,9.424,39.488,412.14,5.05783386802504
"10008110-018",10008,"«n§ë¿¤",10008110,"¤ô¨½¶m","¿³¶©§ø",45.41,10.09,35.32,350,7.79816513761468,48.1,8.57,39.52,461.11,7.61904761904762,48.5,6.5,42,646.15,5.5,50,6.57,43.43,661.54,5.55555555555556,59.46,7.03,52.43,746.15,5.94594594594595,59.294,5.316,53.979,870.809000000001,4.75336371758389,62.2940000000001,4.50399999999999,57.7920000000001,970.082000000002,4.17657067290094
